All measured points in VidSync project Porter_BACI_JTPool_30June2018_Part1
Object(s),Event,Timecode,Time,X,Y,Z,PLD Error,Re-projection Error,Nearest Camera Distance,Screen coordinates (may be multiple columns)
Subsample_4 11 (Omykiss),Search_Forage 89,0:00:13:03.175/60000,783.002930,20.826021,25.555820,-11.539719,0.109139,0.468722,79.073357,"LC: screen={1191.390625000000000,387.682983398438000} undistorted={1192.511718750000000,386.994201660156000} calibrationFrameFront={15.986123109583700,-5.548258941618850} calibrationFrameBack={19.985583257680600,-10.297316500923200}""RC: screen={948.292480468750000,327.615264892578000} undistorted={948.418273925781000,326.333068847656000} calibrationFrameFront={26.327439249543300,-5.742685379311630} calibrationFrameBack={22.158332583959300,-10.540711187605700}"
Subsample_6 13 (Omykiss),Length 113,0:00:16:51.175/60000,1011.002930,-35.792286,19.296612,-4.140800,0.131068,1.393850,82.617096,"RC: screen={289.025421142578000,429.704864501953000} undistorted={268.479492187500000,426.405303955078000} calibrationFrameFront={-15.468244912394400,-1.322682474827350} calibrationFrameBack={-37.093680642420500,-4.843180052951680}""LC: screen={472.314270019531000,433.759338378906000} undistorted={461.546325683594000,431.974060058594000} calibrationFrameFront={-24.234000641891800,-1.339842002156490} calibrationFrameBack={-36.480894482848700,-5.086459005635610}"
Subsample_5 12 (Omykiss),Search_Forage 101,0:00:14:39.175/60000,879.002930,-57.688797,45.394291,-5.464917,0.015941,0.041619,116.315956,"LC: screen={414.336120605469000,456.824951171875000} undistorted={400.187072753906000,455.282287597656000} calibrationFrameFront={-27.543067724571700,0.092005192172843} calibrationFrameBack={-41.183471654096900,-3.120971958355680}""RC: screen={329.189208984375000,447.032592773438000} undistorted={311.638000488281000,444.498535156250000} calibrationFrameFront={-12.547382784122400,-0.172583984408091} calibrationFrameBack={-32.901704046797100,-3.153262753971850}"
Subsample_5 12 (Omykiss),Search_Forage 102,0:00:14:42.175/60000,882.002930,-75.441360,63.698589,-5.616773,0.108916,0.285708,141.368408,"LC: screen={371.173370361328000,471.160949707031000} undistorted={354.188751220703000,469.833221435547000} calibrationFrameFront={-30.032610819520600,1.003245489211510} calibrationFrameBack={-44.724311489456700,-1.874808161187070}""RC: screen={331.984497070312000,461.451477050781000} undistorted={314.697845458984000,459.358978271484000} calibrationFrameFront={-12.349020190229400,0.718970047028056} calibrationFrameBack={-32.595735290622100,-1.875578813891740}"
Subsample_6 13 (Omykiss),Length 113,0:00:16:51.175/60000,1011.002930,-29.933264,18.344362,-0.544451,0.087993,3.583434,78.555710,"RC: screen={338.089660644531000,471.471130371094000} undistorted={321.260559082031000,469.693084716797000} calibrationFrameFront={-11.912993266455300,1.343542331122350} calibrationFrameBack={-31.959327863121000,-0.977154391838103}""LC: screen={535.959411621094000,479.543701171875000} undistorted={528.625549316406000,478.908050537109000} calibrationFrameFront={-20.348990299044600,1.085962614654730} calibrationFrameBack={-31.010334187207100,-1.602245514007800}"
Subsample_5 12 (Omykiss),Length 104,0:00:14:39.21709/60000,879.361816,-60.796345,47.201500,-4.611125,0.003374,1.125048,119.453720,"LC: screen={396.917236328125000,464.907501220703000} undistorted={381.660369873047000,463.501342773438000} calibrationFrameFront={-28.536561496111900,0.589010718647901} calibrationFrameBack={-42.597361413050900,-2.435537630523760}""RC: screen={319.931335449219000,457.357727050781000} undistorted={301.788879394531000,455.094024658203000} calibrationFrameFront={-13.217938809854800,0.447443747082329} calibrationFrameBack={-33.839049450490200,-2.276228107200600}"
Subsample_6 13 (Omykiss),Search_Forage 112,0:00:16:51.175/60000,1011.002930,-30.170416,18.727690,-0.561140,0.087045,3.614265,79.005035,"RC: screen={339.503173828125000,471.682922363281000} undistorted={322.770172119141000,469.915557861328000} calibrationFrameFront={-11.811701342309200,1.358553936400330} calibrationFrameBack={-31.814959258090200,-0.954276145706525}""LC: screen={535.478149414062000,479.773376464844000} undistorted={528.122863769531000,479.140258789062000} calibrationFrameFront={-20.375918791994100,1.099922514871940} calibrationFrameBack={-31.048530123348300,-1.583004151075990}"
Subsample_6 13 (Omykiss),Search_Forage 108,0:00:16:39.175/60000,999.002930,-34.558250,15.325819,-3.978173,0.141750,3.492841,78.595535,"LC: screen={457.614196777344000,431.904724121094000} undistorted={445.994140625000000,429.989746093750000} calibrationFrameFront={-25.103498243090100,-1.412485474588060} calibrationFrameBack={-37.711374467221900,-5.203616489228820}""RC: screen={258.382873535156000,420.934387207031000} undistorted={235.423141479492000,417.140960693359000} calibrationFrameFront={-17.736700047500600,-1.936974340042350} calibrationFrameBack={-40.347079532036200,-5.757966910816400}"
Subsample_6 13 (Omykiss),Search_Forage 111,0:00:16:48.175/60000,1008.002930,-34.184475,16.028559,-6.069674,0.163708,2.705199,79.297211,"RC: screen={270.278259277344000,402.706176757812000} undistorted={248.106140136719000,398.354125976562000} calibrationFrameFront={-16.851704550698100,-3.049525249241290} calibrationFrameBack={-39.118774471218300,-7.342042306408910}""LC: screen={470.192260742188000,399.945434570312000} undistorted={459.069274902344000,397.380035400391000} calibrationFrameFront={-24.503287256949100,-3.247437728967960} calibrationFrameBack={-36.842955860137900,-7.782204293593810}"
Subsample_6 13 (Omykiss),Drift_Forage 107,0:00:16:36.175/60000,996.002930,-34.579754,16.486609,-5.982443,0.161568,0.567667,79.872971,"LC: screen={468.432861328125000,404.168762207031000} undistorted={457.243743896484000,401.687988281250000} calibrationFrameFront={-24.588131419759500,-3.004485991714020} calibrationFrameBack={-36.965536624140600,-7.440918438610360}""RC: screen={271.203186035156000,402.539062500000000} undistorted={249.100997924805000,398.188293457031000} calibrationFrameFront={-16.783123440141600,-3.057635387879840} calibrationFrameBack={-39.021137021043500,-7.352651521862970}"
Subsample_5 12 (Omykiss),Search_Forage 100,0:00:14:36.175/60000,876.002930,-46.660210,33.138813,-6.007701,0.093096,0.670779,100.197594,"LC: screen={445.575073242188000,436.742126464844000} undistorted={433.270416259766000,434.868560791016000} calibrationFrameFront={-25.789895380426000,-1.112824410793560} calibrationFrameBack={-38.686668564708200,-4.792344868017410}""RC: screen={319.492187500000000,427.471923828125000} undistorted={301.145599365234000,424.285461425781000} calibrationFrameFront={-13.245312930628800,-1.397051998499640} calibrationFrameBack={-33.928544362533100,-4.916783413411190}"
Subsample_6 13 (Omykiss),Search_Forage 109,0:00:16:42.175/60000,1002.002930,-34.297901,16.037701,-6.005659,0.163001,2.948397,79.352966,"RC: screen={269.231323242188000,403.788940429688000} undistorted={246.987228393555000,399.466979980469000} calibrationFrameFront={-16.929347220202600,-2.984450162992210} calibrationFrameBack={-39.227593482078400,-7.249730505148200}""LC: screen={468.739257812500000,400.548522949219000} undistorted={457.538848876953000,397.985443115234000} calibrationFrameFront={-24.585921389955600,-3.210273046153200} calibrationFrameBack={-36.960336702815700,-7.731214673070850}"
Subsample_6 13 (Omykiss),Search_Forage 114,0:00:16:54.175/60000,1014.002930,-25.859465,5.008179,3.134894,0.072151,0.841111,64.678627,"RC: screen={226.984344482422000,506.970336914062000} undistorted={201.855590820312000,506.112579345703000} calibrationFrameFront={-20.117389251596500,3.418120855065620} calibrationFrameBack={-43.565463280335300,1.867699399632870}""LC: screen={487.936035156250000,518.484313964844000} undistorted={478.272766113281000,518.476745605469000} calibrationFrameFront={-22.983457206512800,3.377064108060690} calibrationFrameBack={-34.758603408230700,1.586072113346430}"
Subsample_6 13 (Omykiss),Search_Forage 110,0:00:16:45.175/60000,1005.002930,-34.302925,16.264706,-6.084400,0.163260,2.226317,79.559654,"RC: screen={271.650146484375000,402.495422363281000} undistorted={249.582031250000000,398.146575927734000} calibrationFrameFront={-16.749992116807100,-3.059233041628310} calibrationFrameBack={-38.973897945738800,-7.354443092520410}""LC: screen={470.461059570312000,400.789123535156000} undistorted={459.360076904297000,398.245605468750000} calibrationFrameFront={-24.483838560534800,-3.200170341710840} calibrationFrameBack={-36.815893558403200,-7.715178443309970}"
Subsample_6 13 (Omykiss),Length 116,0:00:16:51.9609/60000,1011.160156,-27.648434,18.026363,0.988942,0.070001,1.726634,77.121902,"LC: screen={561.731323242188000,502.307739257812000} undistorted={555.559814453125000,502.075103759766000} calibrationFrameFront={-18.779674139550900,2.293316921404790} calibrationFrameBack={-28.805754696657500,0.123775663225246}""RC: screen={358.400268554688000,487.201812744141000} undistorted={342.963653564453000,485.921386718750000} calibrationFrameFront={-10.468484451390600,2.332857932052460} calibrationFrameBack={-29.881875188562800,0.454880074066779}"
Subsample_6 13 (Omykiss),Length 116,0:00:16:51.9609/60000,1011.160156,-33.633537,18.405756,-2.441277,0.112972,2.293397,80.568184,"RC: screen={301.254852294922000,448.746063232422000} undistorted={281.728210449219000,446.131042480469000} calibrationFrameFront={-14.574505671261000,-0.117040026205042} calibrationFrameBack={-35.785590288148400,-3.103338224037500}""LC: screen={491.279785156250000,454.117187500000000} undistorted={481.651214599609000,452.857452392578000} calibrationFrameFront={-23.041873539140500,-0.235670641648153} calibrationFrameBack={-34.804784467013300,-3.509221724958110}"
Subsample_5 12 (Omykiss),Length 103,0:00:14:38.59687/60000,878.994812,-54.147835,47.997314,-7.334506,0.017193,2.654936,116.811005,"RC: screen={372.899841308594000,430.009399414062000} undistorted={358.109039306641000,427.216918945312000} calibrationFrameFront={-9.429783757150720,-1.131889261469500} calibrationFrameBack={-28.490269539541100,-4.480484798189980}""LC: screen={461.319793701172000,447.001098632812000} undistorted={449.997680664062000,445.447845458984000} calibrationFrameFront={-24.822351844785200,-0.568819221167900} calibrationFrameBack={-37.321700180269600,-4.008604198714620}"
Subsample_5 12 (Omykiss),Length 104,0:00:14:39.21709/60000,879.361816,-54.846626,45.786755,-6.090503,0.018542,1.994413,115.171890,"LC: screen={442.364196777344000,454.392639160156000} undistorted={429.955963134766000,452.916564941406000} calibrationFrameFront={-25.903511275404000,-0.109317771179558} calibrationFrameBack={-38.857701863896900,-3.378150263209340}""RC: screen={352.637573242188000,439.429626464844000} undistorted={336.615570068359000,436.790679931641000} calibrationFrameFront={-10.866601929412400,-0.595984192736209} calibrationFrameBack={-30.521181454614600,-3.734526856140060}"
Subsample_6 13 (Omykiss),Drift_Forage 105,0:00:16:30.175/60000,990.002930,-34.522614,16.408125,-6.018990,0.162204,0.175621,79.783043,"RC: screen={270.907958984375000,401.549987792969000} undistorted={248.774841308594000,397.162048339844000} calibrationFrameFront={-16.805041431122900,-3.120222309458470} calibrationFrameBack={-39.054340110397800,-7.442908899816260}""LC: screen={468.593750000000000,403.860961914062000} undistorted={457.411376953125000,401.374267578125000} calibrationFrameFront={-24.580029540433200,-3.022257226058450} calibrationFrameBack={-36.953885686848700,-7.465849889668350}"
Subsample_6 13 (Omykiss),Search_Forage 115,0:00:16:57.175/60000,1017.002930,-41.301266,6.005333,7.850327,0.064732,9.712592,74.300659,"RC: screen={62.485908508300800,563.662292480469000} undistorted={24.999595642089800,565.072143554688000} calibrationFrameFront={-32.898721508331700,6.963956623857260} calibrationFrameBack={-61.626071035136800,6.744663424521290}""LC: screen={257.226623535156000,593.004760742188000} undistorted={232.004898071289000,595.595520019531000} calibrationFrameFront={-36.255612534370700,8.180961164482130} calibrationFrameBack={-53.640433104950200,8.175731722848020}"
Subsample_6 13 (Omykiss),Drift_Forage 106,0:00:16:33.175/60000,993.002930,-34.358608,16.296747,-5.940441,0.161488,2.501220,79.592865,"RC: screen={271.445373535156000,404.585876464844000} undistorted={249.378585815430000,400.308929443359000} calibrationFrameFront={-16.765121711729300,-2.929074510092030} calibrationFrameBack={-38.991505407718000,-7.167686240423870}""LC: screen={469.853271484375000,402.515625000000000} undistorted={458.731689453125000,400.007537841797000} calibrationFrameFront={-24.511981043526600,-3.101082000320120} calibrationFrameBack={-36.856738553938300,-7.575873279879280}"
Subsample_5 12 (Omykiss),Length 103,0:00:14:38.59687/60000,878.994812,-60.074753,49.040970,-5.641500,0.006221,2.336682,120.669472,"RC: screen={337.982727050781000,451.229736328125000} undistorted={321.053894042969000,448.861602783203000} calibrationFrameFront={-11.915952246946200,0.100921648418735} calibrationFrameBack={-31.996072637431300,-2.752859474184640}""LC: screen={414.531250000000000,457.050231933594000} undistorted={400.395721435547000,455.514099121094000} calibrationFrameFront={-27.530590878990500,0.104283134025124} calibrationFrameBack={-41.165904289575700,-3.103434950575100}"
